"Sku","Description","SubCategory","Fulfillment Cost","USA cost","Overseas Cost","Labor Cost","Alt Item Number","Alternate Product","On Order","Lead Time","Total Inventory","Tags","Active","Weight Amount","Weight Unit","Length","Width","Height","Dimensional Unit","External Site Product","Departments","Minimum Inventory","Maximum Inventory","Image"
"CHJOURAW","Leatherette Journal China-Rawhide; 160 sheets (320 pages)","","8","","0","0","null","null","5000","90","954","","Yes","10.7","Ounce(s)","8.5","6","0.63","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/d170e1ce-c086-4fd0-b633-5ac6c900dc6bIMG_7728_clipped_rev_1 %281%29.jpg"
"CHOCOLATE_THREAD","Chocolate Thread (20469) 5000 Meters 40w Polyester","Embroidery Supplies","0","","0","0","20469","null","0","7","8","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0","https://cwaprodstorage.blob.core.windows.net/images/8bed3cc2-8f76-4a7e-8ced-1fa600191a60Screenshot 2022-10-04 161737.png"
"CHPFLTSO001","Champagne Flute Clear Plastic 9.5 oz capacity","","3.5","","0","0","null","null","320","3","6","","Yes","0.5","Ounce(s)","2","2","5.75","Inches","No","UVP","0","5999","https://cwaprodstorage.blob.core.windows.net/images/c0897d5e-d53c-4303-9fe4-0ceac5854112CHPFLTSO001.png"
"CHPFLTSO002","Champagne Flute Clear Plastic 9.5 ounces Set of 2","","5","","0","0","CHPFLTSO001","null","0","0","0","","Yes","1","Ounce(s)","2","2","5.75","Inches","No","UVP","0","9999",""
"CHPFLTSO010","Champagne Flute Clear Plastic 9.5 ounces Set of 10","","15.5","","0","0","null","null","0","0","0","","Yes","5","Ounce(s)","2","2","5.75","Inches","No","UVP","0","9999",""
"CHPFLTSO025","Champagne Flute Clear Plastic 9.5 ounces Set of 25","","38","","0","0","CHPFLTSO001","null","0","0","0","","Yes","12.5","Ounce(s)","2","2","5.75","Inches","No","UVP","0","9999",""
"CHPFLTSO050","Champagne Flute Clear Plastic 9.5 ounces Set of 50","","65.5","","0","0","CHPFLTSO001","null","0","0","0","","Yes","25","Ounce(s)","2","2","5.75","Inches","No","UVP","0","9999",""
"CHPFLTSO100","Champagne Flute Clear Plastic 9.5 ounces Set of 100","","130.5","","0","0","CHPFLTSO001","null","0","0","0","","Yes","50","Ounce(s)","2","2","5.75","Inches","No","UVP","0","9999",""
"CHPFLTSO250","Champagne Flute Clear Plastic 9.5 ounces Set of 250","","300.5","","0","0","CHPFLTSO001","null","0","0","0","","Yes","125","Ounce(s)","2","2","5.75","Inches","No","UVP","0","9999",""
"CIRBRS040","Gold Coin 40mm and 2mm Thick","","4","","0","0","COIGLD15","null","0","30","124","","Yes","0.6","Ounce(s)","1.5","1.5","0","Inches","No","Engraving, UVP","0","9999",""
"CLKPRTSIL01","Silver Clock Hand Parts  HR1688-20 high torque clock  movement  shaft length 20mm  Thread length 11.7mm  Fit 4-8mm thickness of clock pane","Laser Metal Supplies","0","","0","0","null","null","0","14","500","","Yes","0","Ounce(s)","0","0","0","Inches","No","","1","1000",""
"CLRSTR07IN","7 Inch Clear REPLACEMENT Straws","","0","","0","0","ADS012","null","0","0","0","","Yes","0.1","Ounce(s)","0","0","7","Inches","No","Engraving, UVP","0","0",""
"CLRSTR11IN","11 inch Clear REPLACEMENT STRAWS","","0","","0","0","ADS016","null","0","0","0","","Yes","0.1","Ounce(s)","0","0","11","Inches","No","Engraving, UVP","0","0",""
"CLZBG02X03","Clear 2x3 inch Ziplock Bags (400 in case)","Shipping Supplies","0","","0","0","","null","0","4","0","","Yes","0","Ounce(s)","2","0","3","Inches","No","Inventory","0","0",""
"CMMIRBKGD","Compact Mirror- Black and Gold","","6.5","","0","0","","null","0","60","373","","Yes","2.4","Ounce(s)","3.5","2.75","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/69e54112-d7bf-41a2-8ae7-719d06904ad7IMG_0413_clipped_rev_1 %281%29.jpg"
"CMMIRGRYGD","Compact Mirror- Gray and Gold","","6.5","","0","0","","null","0","60","685","","Yes","2.4","Ounce(s)","3.5","2.75","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/42c9ae54-ed5b-4b75-8a17-6b3ab6513696IMG_0407_clipped_rev_1.jpg"
"CMMIRPNKGD","Compact Mirror- Pink and Gold","","6.5","","0","0","","null","0","60","571","","Yes","2.4","Ounce(s)","3.5","2.75","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/b0a6e2fc-ba2a-4a09-b957-a639454b10adIMG_0411_clipped_rev_1.jpg"
"CMMIRPURGD","Compact Mirror- Purple and Gold","","6.5","","0","0","","null","0","60","694","","Yes","2.4","Ounce(s)","3","2.75","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/7bf5cea9-b351-4a82-99ad-dc92c5854100IMG_9060_clipped_rev_1.jpg"
"CMPBRZ","Brass Compass","","3.5","","0","0","BRONZE-CMPS-C","null","0","0","30","Fanrock Inventory","Yes","4.6","Ounce(s)","0","0","0","Inches","No","Engraving","0","9999","https://cwaprodstorage.blob.core.windows.net/images/d62c0a68-c6a2-4d6a-9c2d-49a9e27e3df402818639-7deb-495e-8eb6-8590b61adbc1.jpeg"
"COKCSTSO001","Cork Coaster- Set of 1 
 4"" Diameter 
 0.2"" Thick 
 Brown Cork Recycled (Eco Friendly)
 Cleaning: Wipe with water and air dry","","2.5","","0","0","null","null","0","3","17","New Product,Missing Info","Yes","0","Ounce(s)","4","0.2","4","Inches","No","UVP","10","1000","https://cwaprodstorage.blob.core.windows.net/images/f6d26a2b-685d-4f24-9648-2b29297d355aCoaster 2 Blank.png"
"COKCSTSO002","Cork Coaster- Set of 2 
 4"" Diameter 
 0.2"" Thick 
 Brown Cork Recycled (Eco Friendly) 
 Cleaning: Wipe with water and air dry","","3.25","","0","0","null","null","0","3","0","New Product,Missing Info","Yes","0","Ounce(s)","4","0.2","4","Inches","No","UVP","1","1000","https://cwaprodstorage.blob.core.windows.net/images/ddac751e-9135-4f5d-a17b-9cf4f1356d57Coaster 2 Blank.png"
"COKCSTSO004","Cork Coaster- Set of 4 
 4"" Diameter 
 0.2"" Thick 
 Brown Cork Recycled (Eco Friendly) 
 Cleaning: Wipe with water and air dry","","4.75","","0","0","null","null","0","3","0","New Product,Missing Info","Yes","0","Ounce(s)","4","0.2","4","Inches","No","UVP","1","1000",""
"COKCSTSO008","Cork Coaster- Set of 8 
 4"" Diameter 
 0.2"" Thick 
 Brown Cork Recycled (Eco Friendly) 
 Cleaning: Wipe with water and air dry","","6.5","","0","0","null","null","0","3","0","New Product,Missing Info","Yes","0","Ounce(s)","4","0.2","4","Inches","No","UVP","1","1000",""
"COKCSTSO010","Cork Coaster- Set of 10 
 4"" Diameter 
 0.2"" Thick 
 Brown Cork Recycled (Eco Friendly) 
 Cleaning: Wipe with water and air dry","","9.5","","0","0","null","null","0","3","0","New Product,Missing Info","Yes","0","Ounce(s)","0","0","0","Inches","No","UVP","1","1000",""
"COKCSTSO025","Cork Coaster- Set of 25 
 4"" Diameter 
 0.2"" Thick 
 Brown Cork Recycled (Eco Friendly) 
 Cleaning: Wipe with water and air dry","","21.25","","0","0","null","null","0","3","0","New Product,Missing Info","Yes","0","Ounce(s)","0","0","0","Inches","No","UVP","1","1000",""
"COKCSTSO050","Cork Coaster- Set of 50 
 4"" Diameter 
 0.2"" Thick 
 Brown Cork 
 Recycled (Eco Friendly) 
 Cleaning: Wipe with water and air dry","","40.75","","0","0","null","null","0","3","0","New Product,Missing Info","Yes","0","Ounce(s)","0","0","0","Inches","No","UVP","1","1000",""
"COKCSTSO100","Cork Coaster- Set of 100 
 4"" Diameter 
 0.2"" Thick 
 Brown Cork Recycled (Eco Friendly) 
 Cleaning: Wipe with water and air dry","","80","","0","0","null","null","0","3","0","New Product,Missing Info","Yes","0","Ounce(s)","0","0","0","Inches","No","UVP","1","1000",""
"COKCSTSO250","Cork Coaster- Set of 250 
 4"" Diameter 
 0.2"" Thick 
 Brown Cork Recycled (Eco Friendly) 
 Cleaning: Wipe with water and air dry","","195","","0","0","null","null","0","3","0","New Product,Missing Info","Yes","0","Ounce(s)","0","0","0","Inches","No","UVP","1","1000",""
"CORNTR01","Wooden cornhole trophy 3inch diameter hole in upper middle portion","Wood Products","9.5","","0","0","","null","0","0","0","","Yes","15.3","Ounce(s)","16","9","0.5","Inches","No","UVP","0","5999","https://cwaprodstorage.blob.core.windows.net/images/2da03566-d356-4a7d-923c-ddcd6fb2e6b6MicrosoftTeams-image %2831%29.png"
"CPRTEXTPC","Copper texture Powder Coat 55 pounds per box","Laser Metal Supplies","0","","0","0","null","null","0","1","1","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"CSF12IN","Singleface 12"" x 650 B flute Cohesive cardboard 42#/100#","Shipping Supplies","0","","0","0","","null","0","25","48","","Yes","0","Ounce(s)","650","0","1","Feet","No","Inventory","0","0",""
"CSF18IN","Singleface 18"" x 650 B flute Cohesive cardboard 42#/100#","Shipping Supplies","0","","0","0","","null","0","25","6","","Yes","0","Ounce(s)","650","0","1.6","Feet","No","Inventory","0","0",""
"CSF22IN","Singleface 22"" x 650 B flute Cohesive cardboard 42#/100#","Shipping Supplies","0","","0","0","CG000251","null","0","25","12","","Yes","0","Ounce(s)","650","0","1.1","Feet","No","Inventory","0","0",""
"CSF34IN","Singleface 34"" x 650 b flute Cohesive cardboard 70#/70#","Shipping Supplies","0","","0","0","CG00202","null","0","25","4","","Yes","0","Ounce(s)","650","0","2.83","Feet","No","Inventory","0","0",""
"CST01","Coaster-Bamboo","","8.5","","0","0","","null","0","3","149","","Yes","14","Ounce(s)","4","0.38","4","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/de82912a-9645-4201-834b-14e036376a91IMG_8264_clipped_rev_1.jpg"
"CSTWMBCIRSO001","Wood & Marble Coaster - Set of 1","China","7.5","","0","0","null","null","0","0","0","OOS","Yes","8","Ounce(s)","4","4","0.5","Inches","No","Engraving","500","2500",""
"CSTWMBCIRSO002","Wood & Marble Coaster - Set of 2","Engraving Supplies","14.5","","0","0","null","null","0","0","0","OOS","Yes","16","Ounce(s)","4","4","1","Inches","No","Engraving","500","2500",""
"CSTWMBCIRSO004","Wood & Marble Coaster - Set of 4","Engraving Supplies","24.5","","0","0","null","null","0","0","0","OOS","Yes","32","Ounce(s)","4","4","2","Inches","No","Engraving","500","2500",""
"CSTWMBCIRSO008","Wood & Marble Coaster - Set of 8","","38.5","","0","0","null","null","0","0","0","OOS","Yes","64","Ounce(s)","4","4","4","Inches","No","Engraving","500","2500",""
"CUFFGLD","Cufflink-Round Gold","","7","","0","0","RCL1002","null","0","30","0","","Yes","2","Ounce(s)","0.75","0.75","0.63","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/55d7e6ac-a487-40d4-a5d3-17c50cea3952Screenshot 2022-08-02 163546.png"
"DAMPERS","LogoJET Ricoh Series Dampers for UVx30R UVx40R UVx40RPLUS UVx90R","UVP Supplies","0","","0","0","5009020001","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"DBOWL32ZAQU","32oz Aqua Dog Bowl","","5.5","","0","0","","null","0","0","15","","Yes","1.12","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/459ece60-ac14-49b2-8327-77b33c7281d4aqua.png"
"DBOWL32ZBLK","32oz Black Dog Bowl","","5.5","","0","0","","null","0","0","14","","Yes","1.12","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/1440d09f-4b99-4829-93ff-03353d7e3f20IMG_7625_clipped_rev_1.jpg"
"DBOWL32ZGRY","32oz Grey Dog Bowl","","5.5","","0","0","0","null","0","0","16","","Yes","1.12","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/de9912a2-fabd-44b9-8d18-37a52fe6beaddog bowl gray.jpg"
"DBOWL32ZPNK","32oz Pink Dog Bowl","","5.5","","0","0","","null","0","0","16","","Yes","1.12","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/7c9c93f4-5aff-4439-82c4-4e2287ec8fcbdog bowl pink.jpg"
"DBOWL32ZRBL","32oz Royal Blue Dog Bowl","","5.5","","0","0","","null","0","0","16","","Yes","1.12","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/c7ffd1b5-0154-4e3c-82a1-d5874ef8bd88IMG_7622_clipped_rev_1.jpg"
"DBOWL32ZRED","32oz Red Dog Bowl","","5.5","","0","0","","null","0","0","16","","Yes","1.12","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/bf9f9cb1-873c-4be2-8093-3ec8886b05dbdog bowl red.jpg"
"DBOWL32ZTEL","32 oz Teal Dog Bowl","","5.5","","0","0","","null","0","0","14","","Yes","1.12","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/c03c5cf9-537b-4a34-9660-a5ac8c27027eIMG_7624_clipped_rev_1.jpg"
"DBOWL32ZWHT","32 oz White Dog Bowl","","5.5","","0","0","","null","0","0","13","","Yes","1.12","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/4f88013c-dea6-48ea-8f1a-b43208263e28dog bowl white.jpg"
"DBOWL32ZYEL","32 oz Yellow Dog Bowl","","5.5","","0","0","","null","0","0","15","","Yes","1.12","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/d2510907-cf2a-462f-849e-02e4a54f1a73IMG_7623_clipped_rev_1.jpg"
"DBOWL64ZAQU","64 oz Aqua Dog Bowl","","5.5","","0","0","","null","0","0","15","","Yes","2.34","Ounce(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/2fa819cf-ced7-430c-93c1-26273ad7195adog bowl aqua.jpg"
"DBOWL64ZBLK","64 oz Black Dog Bowl","","5.5","","0","0","0","null","0","0","14","","Yes","2.34","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/f7cb5b79-b7ba-4f4f-a032-e86c54ffe95bdog bowl black.jpg"
"DBOWL64ZGRY","64 oz Gray Dog Bowl","","5.5","","0","0","","null","0","0","15","","Yes","2.34","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/d70f16c7-7c1f-4a31-a70c-cd6d71d2b851dog bowl gray.jpg"
"DBOWL64ZPNK","64 oz Pink Dog Bowl","","5.5","","0","0","","null","0","0","15","","Yes","2.34","Ounce(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/661f7a2e-d580-4047-8770-ce364ec94182dog bowl pink.jpg"
"DBOWL64ZRBL","64 oz Royal Blue Dog Bowl","","5.5","","0","0","","null","0","0","15","","Yes","2.34","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/bce435b3-2bbd-42bd-be50-11ab887c735ddog bowl royal blue.jpg"
"DBOWL64ZRED","64 oz Red Dog Bowl","","5.5","","0","0","","null","0","0","15","","Yes","2.34","Pound(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/519890ed-26c7-4c7c-89e4-093233fee6e8dog bowl red.jpg"
"DBOWL64ZTEL","Teal 64oz Dog Bowl","","1","","0","0","","null","0","0","14","","Yes","0","Ounce(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/253a1c9d-5483-4299-92b6-446352157e14dog bowl teal.jpg"
"DBOWL64ZWHT","White 64oz Dog Bowl","","1","","0","0","","null","0","0","15","","Yes","0","Ounce(s)","0","0","0","Inches","No","Engraving","0","0",""
"DBOWL64ZYEL","Yellow 64oz Dog Bowl","","1","","0","0","","null","0","0","13","","Yes","0","Ounce(s)","0","0","0","Inches","No","Engraving","0","0",""
"DF019BLK","21"" Black Duffel with horizontal zipper across front","","20","","0","0","","null","0","7","6","","Yes","1.51","Pound(s)","21","10","9","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/03699804-7f47-486f-9ab8-d5edab2e9684DF-019-Black_2_700x.jpg"
"DF057BLACK","Black Duffle 21""","","21.5","","0","0","null","null","0","7","132","Back In Stock","Yes","1.67","Pound(s)","21","10","11.5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/09377efc-8460-48a8-864a-18014dffdc12DF-057-Black_2_700x.jpg"
"DF057GRAY","Gray Duffle 21""","","21.5","","0","0","0812822024481","null","0","7","17","","Yes","1.73","Pound(s)","21","10","11.5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/6aae90de-26e5-41c3-abba-99665704573dDF-057-Gray_2_700x.jpg"
"DF057PINK","Pink Duffle 21""","","21.5","","0","0","null","null","0","7","8","","Yes","1.91","Pound(s)","21","10","11.5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/a7c1fdd7-e598-433e-a61e-a0bd6817bbc5DF-057-Pink_2_700x.jpg"
"DF057PURPLE","Purple Duffle 21""","","21.5","","0","0","","null","0","7","6","","Yes","1.88","Pound(s)","21","10","11.5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/67208c23-c1c6-43f1-a0d5-08e2751a13e4DF-057-Purple_2_700x.jpg"
"DH001BLACK","Hat- Black","","8","","0","0","","null","0","7","361","","Yes","3","Ounce(s)","0","7","5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/4ada5acd-f5c9-4d86-833e-54d7d2d08137Untitled design %285%29.png"
"DH001NAVY","Hat- Navy","","8","","0","0","","null","0","7","19","","Yes","2.8","Ounce(s)","0","7","5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/9112dc36-70ec-4171-bf97-62fa292d6f20Untitled design %287%29.png"
"DH001PINK","Hat- Pink","","8","","0","0","","null","0","7","189","","Yes","2.8","Ounce(s)","0","7","5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/5a99d43c-7b41-40de-b63e-e3e189db44a5Untitled design %284%29.png"
"DH001WHITE","Hat- White","","8","","0","0","H-201-White","null","0","7","50","","Yes","2.8","Ounce(s)","0","7","5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/ccdab603-2fc1-4015-8d60-53509600b883Untitled design %286%29.png"
"DIFILCRT","DI Filter Cartridge
 Used for Electroplating
 Cartridge for 3/4 NPT Water Deionizer with Clear Polystyrene Housing
 Country of Origin	Mexico","Jewelry Supplies","0","","0","0","8980T73","null","0","3","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","1","4",""
"DIVOT","Wooden Golf Divot","","8.5","","0","0","","null","0","60","382","","Yes","0.9","Ounce(s)","2.5","0.25","1.38","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/5873125a-678f-45b8-b2a3-e27cc7fd02d3IMG_9077_clipped_rev_1.jpg"
"DNP10NRO","Desk Nameplate Red Oak 10 inches","","8","","0","0","null","null","0","0","0","MIH","Yes","11.5","Ounce(s)","10","2.25","1.63","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/119a1d4a-cbd8-4178-bab8-b47a8d14a22cTEST %2838%29.png"
"DOGCOLBLULRG","Large Dog Collar-Blue  26.5"" x 1.9""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","6","","0","0","null","null","0","30","95","New Product","Yes","3.7","Ounce(s)","26.5","1.9","0","Inches","No","Engraving","25","500",""
"DOGCOLBLUMED","Medium Dog Collar-Blue  23"" x 1""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","5.5","","0","0","null","null","0","30","45","New Product","Yes","2.3","Ounce(s)","23","1","0","Inches","No","Engraving","25","500",""
"DOGCOLBLUSML","Small Dog Collar-Blue  19.5"" x .75""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","5","","0","0","null","null","0","30","93","New Product","Yes","1.9","Ounce(s)","19.5","0.75","0","Inches","No","Engraving","25","500",""
"DOGCOLCOFLRG","Large Dog Collar-Coffee  26.5"" x .1875""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","6","","0","0","null","null","0","0","100","New Product","Yes","3.7","Ounce(s)","26.5","1875","0","Inches","No","Engraving","25","500",""
"DOGCOLCOFMED","Medium Dog Collar-Coffee  23"" x 1""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","5.5","","0","0","null","null","0","30","45","New Product","Yes","2.3","Ounce(s)","23","1","0","Inches","No","Engraving","25","500",""
"DOGCOLCOFSML","Small Dog Collar-Coffee   19.5"" x .75""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","5","","0","0","null","null","0","30","85","New Product","Yes","1.9","Ounce(s)","19.5","0.75","0","Inches","No","Engraving","25","500",""
"DOGCOLGRNLRG","Large Dog Collar-Green
 26.5"" x 1.9"" Vegan Leather Strap Adjustable Neck
 Metal Tag for Personalization on Strap","","6","","0","0","null","null","0","0","98","","Yes","3.7","Ounce(s)","26.5","1.9","0","Inches","No","Engraving","0","0",""
"DOGCOLGRNMED","Medium Dog Collar-Green
 23"" x 1"" Vegan Leather Strap Adjustable Neck
 Metal Tag for Personalization on Strap","","5.5","","0","0","null","null","0","0","49","","Yes","2.3","Ounce(s)","23","1","0","Inches","No","Engraving","0","0",""
"DOGCOLGRNSML","Small Dog Collar-Green
 19.5"" x .75"" Vegan Leather Strap Adjustable Neck
 Metal Tag for Personalization on Strap","","5","","0","0","null","null","0","0","96","","Yes","1.9","Ounce(s)","19.5","0.75","0","Inches","No","Engraving","0","0",""
"DOGCOLPNKLRG","Large Dog Collar-Pink  26.5"" x 1.19""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","6","","0","0","null","null","0","30","97","New Product","Yes","3.7","Ounce(s)","26.5","1.19","0","Inches","No","Engraving","25","500",""
"DOGCOLPNKMED","Medium Dog Collar-Pink  23""x1""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","5.5","","0","0","null","null","0","30","39","New Product","Yes","2.3","Ounce(s)","23","1","0","Inches","No","Engraving","25","500",""
"DOGCOLPNKSML","Small Dog Collar-Pink  19.5"" x .75""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","5","","0","0","null","null","0","30","96","New Product","Yes","1.9","Ounce(s)","19.5","0.75","0","Inches","No","Engraving","25","500",""
"DOGCOLPPLLRG","Large Dog Collar-Purple  26.5"" x 1.9""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","6","","0","0","null","null","0","30","0","New Product","Yes","3.7","Ounce(s)","26.5","1.9","0","Inches","No","Engraving","25","500",""
"DOGCOLPPLMED","Medium Dog Collar-Purple  23"" x 1""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","5.5","","0","0","null","null","0","30","0","New Product","Yes","2.3","Ounce(s)","23","1","0","Inches","No","Engraving","25","100",""
"DOGCOLPPLSML","Small Dog Collar-Purple  19.5"" x .75""  Vegan Leather Strap   Adjustable Neck   Metal Tag for Personalization on Strap","","5","","0","0","null","null","0","30","0","New Product","Yes","1.9","Ounce(s)","19.5","0.75","0","Inches","No","Engraving","25","500",""
"DPCMLGBLK","Dick's Potato Chips T-Shirt Black Men's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/6ea9e391-6a6b-4f94-b87e-87cdb210d024Black Lo Res.jpg"
"DPCMLGBLU","Dick's Potato Chips T-Shirt Blue Men's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/3078c721-5c80-4bd9-bf27-b8a9e1daca60Blue Lo Res.jpg"
"DPCMLGDKB","Dick's Potato Chips T-Shirt Dark Chocolate Brown Men's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/9cd89afe-20de-4f9f-99cf-841a887e5d45Brown Lo Res.jpg"
"DPCMLGLAV","Dick's Potato Chips T-Shirt Lavender Men's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/edf5c7ef-4337-4132-af69-5964ae410c17Lavender Lo Res.jpg"
"DPCMLGRED","Dick's Potato Chips T-Shirt Red Men's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/cfcc85df-107d-487b-8118-1b0c678ac18dRed Lo Res.jpg"
"DPCMMDBLK","Dick's Potato Chips T-Shirt Black Men's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/9d01ea6d-8ad9-413f-b473-909607277391Black Lo Res.jpg"
"DPCMMDBLU","Dick's Potato Chips T-Shirt Blue Men's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/1e6f0d8b-c1a6-4cee-a8c4-e0f6ff0e66d8Blue Lo Res.jpg"
"DPCMMDDKB","Dick's Potato Chips T-Shirt Dark Chocolate Brown Men's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/ca4b341b-9b7d-489d-bcfb-5154d3566376Brown Lo Res.jpg"
"DPCMMDLAV","Dick's Potato Chips T-Shirt Lavender Men's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/b4e5b142-e638-497d-aa2a-ecbf5ba45f25Lavender Lo Res.jpg"
"DPCMMDRED","Dick's Potato Chips T-Shirt Red Men's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/4bdaedee-e9bc-4985-bc07-7b4aa127ec4fRed Lo Res.jpg"
"DPCMSMBLK","Dick's Potato Chips T-Shirt Black Men's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/e48dd3fe-7883-4139-92ae-3315b5100680Black Lo Res.jpg"
"DPCMSMBLU","Dick's Potato Chips T-Shirt Blue Men's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/5a82e377-cf2d-4073-9ae5-04ebaad168f0Blue Lo Res.jpg"
"DPCMSMDKB","Dick's Potato Chips T-Shirt Dark Chocolate Brown Men's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/31544d13-f4d7-4de6-a2b0-25257b8420fcBrown Lo Res.jpg"
