"Sku","Description","SubCategory","Fulfillment Cost","USA cost","Overseas Cost","Labor Cost","Alt Item Number","Alternate Product","On Order","Lead Time","Total Inventory","Tags","Active","Weight Amount","Weight Unit","Length","Width","Height","Dimensional Unit","External Site Product","Departments","Minimum Inventory","Maximum Inventory","Image"
"MPLPAD1206","Maple Paddle Cutting Board 11.5x6x1","Wood Products","6.5","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","11.5","6","1","Inches","No","Engraving","0","9999",""
"MPLPAD1507","Maple Paddle Cutting Board - 15x7","Wood Products","10","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","15","7","1","Inches","No","Engraving","0","9999",""
"MPLPADTHN1206","Maple Paddle Thin Cutting Board 12x6","","8.5","","0","0","null","null","0","0","68","MIH","Yes","5.5","Ounce(s)","12","6","0.5","Inches","No","Engraving, Wood","0","9999",""
"MPLPADTHN1507","Maple Paddle Thin Cutting Board 15x7","","10.5","","0","0","null","null","0","0","1","MIH","Yes","4.7","Ounce(s)","15","7","0.5","Inches","No","Engraving, Wood","0","9999",""
"MPLREC0812","Maple Rectangle Cutting Board 8x12x1","Wood Products","11","","0","0","null","null","0","0","321","","Yes","0","Ounce(s)","12","8","1","Inches","No","Engraving","0","9999",""
"MPLREC1117","Maple Rectangle Cutting Board 11x17","Wood Products","15.5","","0","0","null","null","0","0","119","","Yes","0","Ounce(s)","17","11","1","Inches","No","Engraving","0","9999",""
"MPLRECGRV0812","Maple Rectangle Cutting Board with Juice Groove - 12x8","Wood Products","10","","0","0","null","null","0","0","61","","Yes","0","Ounce(s)","12","8","1","Inches","No","Engraving","0","999",""
"MPLRECGRV1117","11x17 Rectangle Maple Cutting Board with Groove","Wood Products","16.5","","0","0","null","null","0","0","45","","Yes","4.63","Pound(s)","17","11","1","Inches","No","Engraving","0","9999",""
"MT033S","Knife- silver metal blade and handle with Brown wood inlay and 3 holes in handle","","8.5","","0","0","0805319034940","null","0","90","1071","","Yes","3.2","Ounce(s)","3.75","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/d38bda54-d87f-4b55-b3b6-5a61b11bea03IMG_8965_clipped_rev_1.jpg"
"MT411","Black Blade Pakkawood Knife","","9.5","","0","0","","null","0","60","118","","Yes","4.9","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/f23ff4d8-4296-47bd-b661-63ee8df22604IMG_9016_clipped_rev_1.jpg"
"MT423BK","Knife- black metal handle/blade with light wood inlay","","9.5","","0","0","null","null","0","120","13","OOS,Notify Stores Off","Yes","4.8","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/5d6daee7-cb89-497e-8f71-32b5a2524b39IMG_9108_clipped_rev_1.jpg"
"MT423SL","Knife-Silver light brown wood","","9.5","","0","0","805319054580MT423SL","null","0","120","3447","","Yes","3.7","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/6929ad75-3793-4ae1-a0f2-1c210c406146IMG_9104_clipped_rev_1.jpg"
"MT600PK","Hatchet-Red","","12.5","","3.75","0","608866590866","null","0","90","606","Q2","Yes","8.3","Ounce(s)","9","1","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/6302b659-a09d-438b-8c6a-c22abe32d3c4MT600PK - 1.JPG"
"MTA1158BR","Knife-small wood silver blade","","15.5","","0","0","","null","0","7","967","","Yes","3","Ounce(s)","3.63","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/de47a41c-03ad-4638-97ca-067022e36a68IMG_8969_clipped_rev_1.jpg"
"MTA908DB","Black Blade Dark Brown Handle","","13","","0","0","","null","0","5","1358","","Yes","5.5","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/7a276a1a-9473-492a-9b61-14709e57969dIMG_9100_clipped_rev_1.jpg"
"MTC100","Tie CLip-Black","","5","","0","0","","null","0","30","233","","Yes","0.2","Ounce(s)","2.13","0.25","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/26470557-54e4-4162-9802-e1e95b35c215Screenshot 2022-08-02 162040.png"
"MTC101","Tie Clip-Silver","","5","","0","0","","null","0","30","94","","Yes","0.2","Ounce(s)","2.13","0.25","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/4d59e025-b281-4f5d-b7b1-d3a79201e37aScreenshot 2022-08-02 162104.png"
"MTC102","Tie Clip- Gold","","4.5","","0","0","","null","0","30","393","","Yes","0.2","Ounce(s)","2.13","0.25","0","Inches","No","Engraving","0","0",""
"MTLFLK05ZMLBK","5 oz. Black Flask Square Round","","12","","0","0","","null","0","60","937","","Yes","4.7","Ounce(s)","3.75","0.88","4.75","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/7b96e77d-b801-4fdf-9d4d-6c4114a2702dIMG_0866_clipped_rev_1.jpg"
"MTLFLK06ZMTBK","6 oz. Matte Black Flask with Black Lid","","7.5","","0","0","","null","0","60","3567","","Yes","3.2","Ounce(s)","3.75","0.75","4.25","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/56b18dc3-b62e-4f8c-b8ba-360336cfd5e2IMG_0846_clipped_rev_1.jpg"
"MTS12","Full Metal Sign 12""","","20.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"MTS14","Full Metal Sign 14""","","22.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"MTS18","Full Metal Sign 18""","","29.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"MTS24","Full metal Sign 24""","","41.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"MTS30","Full Metal Sign 30""","","60.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"MTS36","Full Metal Sign 36""","","87.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"MTS4","Full Metal Sign - 4""","","6","","0","0","","null","0","0","0","","Yes","2.72","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"MTS6","Full Metal Sign 6""","","12","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"MTSCLK24","Metal Wall Clock 24 inch diameter","","38","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","24","24","1","Inches","No","Metal","0","9999",""
"MUG11ZBLK","11 oz Black Gloss Coffee Mug","","8.5","","0","0","","null","0","7","156","","Yes","11.4","Ounce(s)","0","0","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/88128684-ccca-4e07-9e33-4750d7aa8c65IMG_7713_clipped_rev_1.jpg"
"MUGSHIPPER","11 oz Mug Shipper Box","Shipping Supplies","0","","0","0","","null","0","28","9900","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"MUSHMIXER01","Mushroom Mixer","","2","","0","0","null","null","0","0","0","","Yes","9","Ounce(s)","8","12","1","Inches","No","Fulfillment","0","9999","https://cwaprodstorage.blob.core.windows.net/images/a4013f30-a802-4443-8eca-028dd94a16d26-min.png"
"MWC","Metal Wallet Card/Aluminum Business Card Ebamaz","","3.5","","0","0","X0010BX5WP","null","0","4","105","","Yes","0","Ounce(s)","3.63","2.13","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/964d5066-bdce-4ba6-9dbd-a0a8a5d2bff2IMG_9082_clipped_rev_1.jpg"
"NAVY_THREAD","Glide Thread Trilobal Polyester No. 40 - 5000 Meter Spool - 30281 Blueberry","Embroidery Supplies","0","","0","0","null","null","0","7","5","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0","https://cwaprodstorage.blob.core.windows.net/images/be1fe0a1-cf5b-43cf-aa99-214632ef56beScreenshot 2022-10-04 163815.png"
"NCK02GLDCHN01","2 NAMES GOLD","","12","","0","0","null","null","0","0","0","","Yes","4","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCK02RSGCHN01","2 NAMES ROSE GOLD","","12","","0","0","0","null","0","0","0","","Yes","4","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCK02SILCHN01","2 NAMES SILVER","","11.5","","0","0","0","null","0","0","0","","Yes","4","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCK03GLDCHN01","3 names","","18","","0","0","null","null","0","0","0","","Yes","6","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCK03RSGCHN01","3 NAMES ROSE GOLD","","18","","0","0","0","null","0","0","0","","Yes","6","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCK04GLDCHN01","4 NAMES","","24","","0","0","0","null","0","0","0","","Yes","8","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCK04RSGCHN01","4 NAMES ROSE GOLD","","24","","0","0","0","null","0","0","0","","Yes","8","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKCLTGLDCHN01","Gold letter necklace","","5.5","","0","0","","null","0","0","0","","Yes","3","Ounce(s)","1","1","1","Inches","No","","0","0",""
"NCKCLTRSGCHN01","Rose gold letter necklace","","5.5","","0","0","","null","0","0","0","","Yes","2","Ounce(s)","1","1","1","Inches","No","","0","0",""
"NCKCLTSILCHN01","Letter name necklace","","5","","0","0","","null","0","0","0","","Yes","4","Ounce(s)","1","1","1","Inches","No","","0","0",""
"NCKGLDCHN01","Laser Cut Electroplated Name Necklace - Gold CUT Chain Style 1. Chain is 16-18in Adjustable and 1.5mm Thick","","8.5","","0","0","null","null","0","0","0","","Yes","2","Ounce(s)","3","1","1","Inches","No","Electroplating","0","0",""
"NCKGLDCHN02","Laser Cut Electroplated Name Necklace - Gold UNCUT Chain Style 2. Chain is 16-18in Adjustable and 1.5mm Thick","Jewelry Supplies","0","","0","0","","null","0","0","0","","Yes","2","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKGLDCHN03","Laser Cut Electroplated Name Necklace - Gold CUT Box Chain Chain Style 3. Chain is 16-18in Adjustable and 1.5mm Thick","Jewelry Supplies","0","","0","0","0","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKGLDCHN04","Laser Cut Electroplated Name Necklace - Gold UNCUT Box Chain Chain Style 4. Chain is 16-18in Adjustable and 1.5mm Thick","Jewelry Supplies","0","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDA","Gold Letter ""A"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","7350","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDB","Gold Letter ""B"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","750","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDC","Gold Letter ""C"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","1485","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDD","Gold Letter ""D"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDE","Gold Letter ""E"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","7250","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDF","Gold Letter ""F"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDG","Gold Letter ""G"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","700","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDH","Gold Letter ""H"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","1150","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDI","Gold Letter ""I"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","2500","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDJ","Gold Letter ""J"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","650","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDK","Gold Letter ""K"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","1050","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDL","Gold Letter ""L"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDM","Gold Letter ""M"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","1850","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDN","Gold Letter ""N"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","2000","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDO","Gold Letter ""O"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","1300","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDP","Gold Letter ""P"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","200","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDQ","Gold Letter ""Q"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDR","Gold Letter ""R"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","2550","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDS","Gold Letter ""S"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","1850","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDT","Gold Letter ""T"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","1300","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDU","Gold Letter ""U"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","500","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDV","Gold Letter ""V"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","400","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDW","Gold Letter ""W"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","1350","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDX","Gold Letter ""X"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDY","Gold Letter ""Y"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","2150","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRGLDZ","Gold Letter ""Z"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","150","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDA","Rose Gold Letter ""A"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","650","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDB","Rose Gold Letter ""B"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","50","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDC","Rose Gold Letter ""C"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","100","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDD","Rose Gold Letter ""D"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","100","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDE","Rose Gold Letter ""E"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","500","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDF","Rose Gold Letter ""F"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDG","Rose Gold Letter ""G"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDH","Rose Gold Letter ""H"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","100","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDI","Rose Gold Letter ""I"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","350","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDJ","Rose Gold Letter ""J"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDK","Rose Gold Letter ""K"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","50","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDL","Rose Gold Letter ""L"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","350","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDM","Rose Gold Letter ""M"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","150","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDN","Rose Gold Letter ""N"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","250","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDO","Rose Gold Letter ""O"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","150","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDP","Rose Gold Letter ""P"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDQ","Rose Gold Letter ""Q"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDR","Rose Gold Letter ""R"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","200","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDS","Rose Gold Letter ""S"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","150","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDT","Rose Gold Letter ""T"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","100","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDU","Rose Gold Letter ""U"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDV","Rose Gold Letter ""V"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDW","Rose Gold Letter ""W"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"NCKLTRRGLDX","Rose Gold Letter ""X"" for Necklace","Jewelry Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
